AntennaID,SatelliteID,LinkBeginningTime,LinkEndingTime,TraceBeginningTime,TraceEndingTime,FeedingOrNot,MaxElevation,DayID,RevolutionNum,RiseFallFlag
Jiuquan-2,Œ¿–«-101,157934,158594,157914,158614, «,*,2,*,*
Jiuquan-2,Œ¿–«-101,163829,164598,163809,164618, «,*,2,*,*
Jiuquan-2,Œ¿–«-101,169875,170573,169855,170593, «,*,2,*,*
Jiuquan-2,Œ¿–«-101,175955,176603,175935,176623, «,*,3,*,*
Jiuquan-2,Œ¿–«-101,181966,182687,181946,182707, «,*,3,*,*
Jiuquan-2,Œ¿–«-101,187939,188707,187919,188727, «,*,3,*,*
Jiuquan-2,Œ¿–«-101,193973,194542,193953,194562, «,*,3,*,*
Jiuquan-2,Œ¿–«-101,243976,244677,243956,244697, «,*,3,*,*
Jiuquan-2,Œ¿–«-101,249903,250668,249883,250688, «,*,3,*,*
Jiuquan-2,Œ¿–«-101,255964,256647,255944,256667, «,*,3,*,*
Shanghai-1,Œ¿–«-101,4244,4669,4224,4689, «,*,1,*,*
Shanghai-1,Œ¿–«-101,10167,10868,10147,10888, «,*,1,*,*
Shanghai-1,Œ¿–«-101,16125,16877,16105,16897, «,*,1,*,*
Shanghai-1,Œ¿–«-101,22300,22553,22280,22573, «,*,1,*,*
Shanghai-1,Œ¿–«-101,65995,66679,65975,66699, «,*,1,*,*
Shanghai-1,Œ¿–«-101,71921,72672,71901,72692, «,*,1,*,*
Shanghai-1,Œ¿–«-101,78058,78599,78038,78619, «,*,1,*,*
Shanghai-1,Œ¿–«-101,84301,84564,84281,84584, «,*,1,*,*
Shanghai-1,Œ¿–«-101,90307,90785,90287,90805, «,*,2,*,*
Shanghai-1,Œ¿–«-101,96231,96958,96211,96978, «,*,2,*,*
Shanghai-1,Œ¿–«-101,102202,102931,102182,102951, «,*,2,*,*
Shanghai-1,Œ¿–«-101,152040,152762,152020,152782, «,*,2,*,*
Shanghai-1,Œ¿–«-101,158005,158737,157985,158757, «,*,2,*,*
Shanghai-1,Œ¿–«-101,164171,164661,164151,164681, «,*,2,*,*
Shanghai-1,Œ¿–«-101,170398,170658,170378,170678, «,*,2,*,*
Shanghai-1,Œ¿–«-101,176370,176899,176350,176919, «,*,3,*,*
Shanghai-1,Œ¿–«-101,182295,183043,182275,183063, «,*,3,*,*
Shanghai-1,Œ¿–«-101,188284,188978,188264,188998, «,*,3,*,*
Shanghai-1,Œ¿–«-101,232459,232627,232439,232647, «,*,3,*,*
Shanghai-1,Œ¿–«-101,238093,238840,238073,238860, «,*,3,*,*
Shanghai-1,Œ¿–«-101,244094,244801,244074,244821, «,*,3,*,*
Shanghai-1,Œ¿–«-101,250287,250724,250267,250744, «,*,3,*,*
Shanghai-1,Œ¿–«-101,256483,256762,256463,256782, «,*,3,*,*
Shanghai-2,Œ¿–«-101,4244,4669,4224,4689, «,*,1,*,*
Shanghai-2,Œ¿–«-101,10167,10868,10147,10888, «,*,1,*,*
Shanghai-2,Œ¿–«-101,16125,16877,16105,16897, «,*,1,*,*
Shanghai-2,Œ¿–«-101,22300,22553,22280,22573, «,*,1,*,*
Shanghai-2,Œ¿–«-101,65995,66679,65975,66699, «,*,1,*,*
Shanghai-2,Œ¿–«-101,71921,72672,71901,72692, «,*,1,*,*
Shanghai-2,Œ¿–«-101,78058,78599,78038,78619, «,*,1,*,*
Shanghai-2,Œ¿–«-101,84301,84564,84281,84584, «,*,1,*,*
Shanghai-2,Œ¿–«-101,90307,90785,90287,90805, «,*,2,*,*
Shanghai-2,Œ¿–«-101,96231,96958,96211,96978, «,*,2,*,*
Shanghai-2,Œ¿–«-101,102202,102931,102182,102951, «,*,2,*,*
Shanghai-2,Œ¿–«-101,152040,152762,152020,152782, «,*,2,*,*
Shanghai-2,Œ¿–«-101,158005,158737,157985,158757, «,*,2,*,*
Shanghai-2,Œ¿–«-101,164171,164661,164151,164681, «,*,2,*,*
Shanghai-2,Œ¿–«-101,170398,170658,170378,170678, «,*,2,*,*
Shanghai-2,Œ¿–«-101,176370,176899,176350,176919, «,*,3,*,*
Shanghai-2,Œ¿–«-101,182295,183043,182275,183063, «,*,3,*,*
Shanghai-2,Œ¿–«-101,188284,188978,188264,188998, «,*,3,*,*
Shanghai-2,Œ¿–«-101,232459,232627,232439,232647, «,*,3,*,*
Shanghai-2,Œ¿–«-101,238093,238840,238073,238860, «,*,3,*,*
Shanghai-2,Œ¿–«-101,244094,244801,244074,244821, «,*,3,*,*
Shanghai-2,Œ¿–«-101,250287,250724,250267,250744, «,*,3,*,*
Shanghai-2,Œ¿–«-101,256483,256762,256463,256782, «,*,3,*,*
Shenzhen-1,Œ¿–«-101,10390,10552,10370,10572, «,*,1,*,*
Shenzhen-1,Œ¿–«-101,16152,16873,16132,16893, «,*,1,*,*
Shenzhen-1,Œ¿–«-101,22128,22827,22108,22847, «,*,1,*,*
Shenzhen-1,Œ¿–«-101,65814,66441,65794,66461, «,*,1,*,*
Shenzhen-1,Œ¿–«-101,71707,72458,71687,72478, «,*,1,*,*
Shenzhen-1,Œ¿–«-101,77908,78301,77888,78321, «,*,1,*,*
Shenzhen-1,Œ¿–«-101,96381,96738,96361,96758, «,*,2,*,*
Shenzhen-1,Œ¿–«-101,102212,102959,102192,102979, «,*,2,*,*
Shenzhen-1,Œ¿–«-101,108219,108865,108199,108885, «,*,2,*,*
Shenzhen-1,Œ¿–«-101,151849,152535,151829,152555, «,*,2,*,*
Shenzhen-1,Œ¿–«-101,157791,158519,157771,158539, «,*,2,*,*
Shenzhen-1,Œ¿–«-101,164074,164309,164054,164329, «,*,2,*,*
Shenzhen-1,Œ¿–«-101,182409,182881,182389,182901, «,*,3,*,*
Shenzhen-1,Œ¿–«-101,188276,189037,188256,189057, «,*,3,*,*
Shenzhen-1,Œ¿–«-101,194322,194890,194302,194910, «,*,3,*,*
Shenzhen-1,Œ¿–«-101,237894,238621,237874,238641, «,*,3,*,*
Shenzhen-1,Œ¿–«-101,243882,244577,243862,244597, «,*,3,*,*
Shenzhen-2,Œ¿–«-101,10390,10552,10370,10572, «,*,1,*,*
Shenzhen-2,Œ¿–«-101,16152,16873,16132,16893, «,*,1,*,*
Shenzhen-2,Œ¿–«-101,22128,22827,22108,22847, «,*,1,*,*
Shenzhen-2,Œ¿–«-101,65814,66441,65794,66461, «,*,1,*,*
Shenzhen-2,Œ¿–«-101,71707,72458,71687,72478, «,*,1,*,*
Shenzhen-2,Œ¿–«-101,77908,78301,77888,78321, «,*,1,*,*
Shenzhen-2,Œ¿–«-101,96381,96738,96361,96758, «,*,2,*,*
Shenzhen-2,Œ¿–«-101,102212,102959,102192,102979, «,*,2,*,*
Shenzhen-2,Œ¿–«-101,108219,108865,108199,108885, «,*,2,*,*
Shenzhen-2,Œ¿–«-101,151849,152535,151829,152555, «,*,2,*,*
Shenzhen-2,Œ¿–«-101,157791,158519,157771,158539, «,*,2,*,*
Shenzhen-2,Œ¿–«-101,164074,164309,164054,164329, «,*,2,*,*
Shenzhen-2,Œ¿–«-101,182409,182881,182389,182901, «,*,3,*,*
Shenzhen-2,Œ¿–«-101,188276,189037,188256,189057, «,*,3,*,*
Shenzhen-2,Œ¿–«-101,194322,194890,194302,194910, «,*,3,*,*
Shenzhen-2,Œ¿–«-101,237894,238621,237874,238641, «,*,3,*,*
Shenzhen-2,Œ¿–«-101,243882,244577,243862,244597, «,*,3,*,*
Bar-1,Œ¿–«-111,1989,2632,1969,2652, «,*,1,*,*
Bar-1,Œ¿–«-111,8163,8618,8143,8638, «,*,1,*,*
Bar-1,Œ¿–«-111,14217,14760,14197,14780, «,*,1,*,*
Bar-1,Œ¿–«-111,20169,20901,20149,20921, «,*,1,*,*
Bar-1,Œ¿–«-111,26141,26877,26121,26897, «,*,1,*,*
Bar-1,Œ¿–«-111,76083,76749,76063,76769, «,*,1,*,*
Bar-1,Œ¿–«-111,81990,82751,81970,82771, «,*,1,*,*
Bar-1,Œ¿–«-111,88090,88698,88070,88718, «,*,2,*,*
Bar-1,Œ¿–«-111,94259,94705,94239,94725, «,*,2,*,*
Bar-1,Œ¿–«-111,100287,100864,100267,100884, «,*,2,*,*
Bar-1,Œ¿–«-111,106235,106985,106215,107005, «,*,2,*,*
Bar-1,Œ¿–«-111,112221,112926,112201,112946, «,*,2,*,*
Bar-1,Œ¿–«-111,162125,162833,162105,162853, «,*,2,*,*
Bar-1,Œ¿–«-111,168069,168818,168049,168838, «,*,2,*,*
Bar-1,Œ¿–«-111,174192,174766,174172,174786, «,*,3,*,*
Bar-1,Œ¿–«-111,180350,180797,180330,180817, «,*,3,*,*
Bar-1,Œ¿–«-111,186355,186967,186335,186987, «,*,3,*,*
Bar-1,Œ¿–«-111,192302,193064,192282,193084, «,*,3,*,*
Bar-1,Œ¿–«-111,198306,198967,198286,198987, «,*,3,*,*
Bar-1,Œ¿–«-111,248175,248913,248155,248933, «,*,3,*,*
Bar-1,Œ¿–«-111,254154,254884,254134,254904, «,*,3,*,*
Bar-2,Œ¿–«-111,1989,2632,1969,2652, «,*,1,*,*
Bar-2,Œ¿–«-111,8163,8618,8143,8638, «,*,1,*,*
Bar-2,Œ¿–«-111,14217,14760,14197,14780, «,*,1,*,*
Bar-2,Œ¿–«-111,20169,20901,20149,20921, «,*,1,*,*
Bar-2,Œ¿–«-111,26141,26877,26121,26897, «,*,1,*,*
Bar-2,Œ¿–«-111,76083,76749,76063,76769, «,*,1,*,*
Bar-2,Œ¿–«-111,81990,82751,81970,82771, «,*,1,*,*
Bar-2,Œ¿–«-111,88090,88698,88070,88718, «,*,2,*,*
Bar-2,Œ¿–«-111,94259,94705,94239,94725, «,*,2,*,*
Bar-2,Œ¿–«-111,100287,100864,100267,100884, «,*,2,*,*
Bar-2,Œ¿–«-111,106235,106985,106215,107005, «,*,2,*,*
Bar-2,Œ¿–«-111,112221,112926,112201,112946, «,*,2,*,*
Bar-2,Œ¿–«-111,162125,162833,162105,162853, «,*,2,*,*
Bar-2,Œ¿–«-111,168069,168818,168049,168838, «,*,2,*,*
Bar-2,Œ¿–«-111,174192,174766,174172,174786, «,*,3,*,*
Bar-2,Œ¿–«-111,180350,180797,180330,180817, «,*,3,*,*
Bar-2,Œ¿–«-111,186355,186967,186335,186987, «,*,3,*,*
Bar-2,Œ¿–«-111,192302,193064,192282,193084, «,*,3,*,*
Bar-2,Œ¿–«-111,198306,198967,198286,198987, «,*,3,*,*
Bar-2,Œ¿–«-111,248175,248913,248155,248933, «,*,3,*,*
Bar-2,Œ¿–«-111,254154,254884,254134,254904, «,*,3,*,*
Jiamusi-1,Œ¿–«-111,2595,3360,2575,3380, «,*,1,*,*
Jiamusi-1,Œ¿–«-111,8576,9335,8556,9355, «,*,1,*,*
Jiamusi-1,Œ¿–«-111,14598,15165,14578,15185, «,*,1,*,*
Jiamusi-1,Œ¿–«-111,64887,65399,64867,65419, «,*,1,*,*
Jiamusi-1,Œ¿–«-111,70687,71438,70667,71458, «,*,1,*,*
Jiamusi-1,Œ¿–«-111,76651,77418,76631,77438, «,*,1,*,*
Jiamusi-1,Œ¿–«-111,82668,83419,82648,83439, «,*,1,*,*
Jiamusi-1,Œ¿–«-111,88668,89436,88648,89456, «,*,2,*,*
Jiamusi-1,Œ¿–«-111,94648,95396,94628,95416, «,*,2,*,*
Jiamusi-1,Œ¿–«-111,100694,101184,100674,101204, «,*,2,*,*
Jiamusi-1,Œ¿–«-111,150909,151492,150889,151512, «,*,2,*,*
Jiamusi-1,Œ¿–«-111,156748,157510,156728,157530, «,*,2,*,*
Jiamusi-1,Œ¿–«-111,162727,163491,162707,163511, «,*,2,*,*
Jiamusi-1,Œ¿–«-111,168745,169497,168725,169517, «,*,2,*,*
Jiamusi-1,Œ¿–«-111,174739,175510,174719,175530, «,*,3,*,*
Jiamusi-1,Œ¿–«-111,180722,181452,180702,181472, «,*,3,*,*
Jiamusi-1,Œ¿–«-111,186805,187185,186785,187205, «,*,3,*,*
Jiamusi-1,Œ¿–«-111,236942,237578,236922,237598, «,*,3,*,*
Jiamusi-1,Œ¿–«-111,242813,243581,242793,243601, «,*,3,*,*
Jiamusi-1,Œ¿–«-111,248804,249564,248784,249584, «,*,3,*,*
Jiamusi-1,Œ¿–«-111,254821,255574,254801,255594, «,*,3,*,*
Jiamusi-2,Œ¿–«-111,2595,3360,2575,3380, «,*,1,*,*
Jiamusi-2,Œ¿–«-111,8576,9335,8556,9355, «,*,1,*,*
Jiamusi-2,Œ¿–«-111,14598,15165,14578,15185, «,*,1,*,*
Jiamusi-2,Œ¿–«-111,64887,65399,64867,65419, «,*,1,*,*
Jiamusi-2,Œ¿–«-111,70687,71438,70667,71458, «,*,1,*,*
Jiamusi-2,Œ¿–«-111,76651,77418,76631,77438, «,*,1,*,*
Jiamusi-2,Œ¿–«-111,82668,83419,82648,83439, «,*,1,*,*
Jiamusi-2,Œ¿–«-111,88668,89436,88648,89456, «,*,2,*,*
Jiamusi-2,Œ¿–«-111,94648,95396,94628,95416, «,*,2,*,*
Jiamusi-2,Œ¿–«-111,100694,101184,100674,101204, «,*,2,*,*
Jiamusi-2,Œ¿–«-111,150909,151492,150889,151512, «,*,2,*,*
Jiamusi-2,Œ¿–«-111,156748,157510,156728,157530, «,*,2,*,*
Jiamusi-2,Œ¿–«-111,162727,163491,162707,163511, «,*,2,*,*
Jiamusi-2,Œ¿–«-111,168745,169497,168725,169517, «,*,2,*,*
Jiamusi-2,Œ¿–«-111,174739,175510,174719,175530, «,*,3,*,*
Jiamusi-2,Œ¿–«-111,180722,181452,180702,181472, «,*,3,*,*
Jiamusi-2,Œ¿–«-111,186805,187185,186785,187205, «,*,3,*,*
Jiamusi-2,Œ¿–«-111,236942,237578,236922,237598, «,*,3,*,*
Jiamusi-2,Œ¿–«-111,242813,243581,242793,243601, «,*,3,*,*
Jiamusi-2,Œ¿–«-111,248804,249564,248784,249584, «,*,3,*,*
Jiamusi-2,Œ¿–«-111,254821,255574,254801,255594, «,*,3,*,*
Jiuquan-1,Œ¿–«-111,2264,2926,2244,2946, «,*,1,*,*
Jiuquan-1,Œ¿–«-111,8320,8989,8300,9009, «,*,1,*,*
Jiuquan-1,Œ¿–«-111,14306,15061,14286,15081, «,*,1,*,*
Jiuquan-1,Œ¿–«-111,20287,21018,20267,21038, «,*,1,*,*
Jiuquan-1,Œ¿–«-111,26473,26654,26453,26674, «,*,1,*,*
Jiuquan-1,Œ¿–«-111,70490,70965,70470,70985, «,*,1,*,*
Jiuquan-1,Œ¿–«-111,76273,77032,76253,77052, «,*,1,*,*
Jiuquan-1,Œ¿–«-111,82269,83006,82249,83026, «,*,1,*,*
Jiuquan-1,Œ¿–«-111,88352,89006,88332,89026, «,*,2,*,*
Jiuquan-1,Œ¿–«-111,94396,95078,94376,95098, «,*,2,*,*
Jiuquan-1,Œ¿–«-111,100375,101140,100355,101160, «,*,2,*,*
Jiuquan-1,Œ¿–«-111,106366,107068,106346,107088, «,*,2,*,*
Jiuquan-1,Œ¿–«-111,156503,157069,156483,157089, «,*,2,*,*
Jiuquan-1,Œ¿–«-111,162337,163104,162317,163124, «,*,2,*,*
Jiuquan-1,Œ¿–«-111,168355,169076,168335,169096, «,*,2,*,*
Jiuquan-1,Œ¿–«-111,174439,175088,174419,175108, «,*,3,*,*
Jiuquan-1,Œ¿–«-111,180470,181167,180450,181187, «,*,3,*,*
Jiuquan-1,Œ¿–«-111,186445,187214,186425,187234, «,*,3,*,*
Jiuquan-1,Œ¿–«-111,192448,193110,192428,193130, «,*,3,*,*
Jiuquan-1,Œ¿–«-111,242530,243162,242510,243182, «,*,3,*,*
Jiuquan-1,Œ¿–«-111,248405,249175,248385,249195, «,*,3,*,*
Jiuquan-1,Œ¿–«-111,254442,255148,254422,255168, «,*,3,*,*
Jiuquan-2,Œ¿–«-111,2264,2926,2244,2946, «,*,1,*,*
Jiuquan-2,Œ¿–«-111,8320,8989,8300,9009, «,*,1,*,*
Jiuquan-2,Œ¿–«-111,14306,15061,14286,15081, «,*,1,*,*
Jiuquan-2,Œ¿–«-111,20287,21018,20267,21038, «,*,1,*,*
Jiuquan-2,Œ¿–«-111,26473,26654,26453,26674, «,*,1,*,*
Jiuquan-2,Œ¿–«-111,70490,70965,70470,70985, «,*,1,*,*
Jiuquan-2,Œ¿–«-111,76273,77032,76253,77052, «,*,1,*,*
Jiuquan-2,Œ¿–«-111,82269,83006,82249,83026, «,*,1,*,*
Jiuquan-2,Œ¿–«-111,88352,89006,88332,89026, «,*,2,*,*
Jiuquan-2,Œ¿–«-111,94396,95078,94376,95098, «,*,2,*,*
Jiuquan-2,Œ¿–«-111,100375,101140,100355,101160, «,*,2,*,*
Jiuquan-2,Œ¿–«-111,106366,107068,106346,107088, «,*,2,*,*
Jiuquan-2,Œ¿–«-111,156503,157069,156483,157089, «,*,2,*,*
Jiuquan-2,Œ¿–«-111,162337,163104,162317,163124, «,*,2,*,*
Jiuquan-2,Œ¿–«-111,168355,169076,168335,169096, «,*,2,*,*
Jiuquan-2,Œ¿–«-111,174439,175088,174419,175108, «,*,3,*,*
Jiuquan-2,Œ¿–«-111,180470,181167,180450,181187, «,*,3,*,*
Jiuquan-2,Œ¿–«-111,186445,187214,186425,187234, «,*,3,*,*
Jiuquan-2,Œ¿–«-111,192448,193110,192428,193130, «,*,3,*,*
Jiuquan-2,Œ¿–«-111,242530,243162,242510,243182, «,*,3,*,*
Jiuquan-2,Œ¿–«-111,248405,249175,248385,249195, «,*,3,*,*
Jiuquan-2,Œ¿–«-111,254442,255148,254422,255168, «,*,3,*,*
Shanghai-1,Œ¿–«-111,2757,3102,2737,3122, «,*,1,*,*
Shanghai-1,Œ¿–«-111,8686,9333,8666,9353, «,*,1,*,*
Shanghai-1,Œ¿–«-111,14628,15395,14608,15415, «,*,1,*,*
Shanghai-1,Œ¿–«-111,20693,21205,20673,21225, «,*,1,*,*
Shanghai-1,Œ¿–«-111,64560,65151,64540,65171, «,*,1,*,*
Shanghai-1,Œ¿–«-111,70417,71184,70397,71204, «,*,1,*,*
Shanghai-1,Œ¿–«-111,76507,77119,76487,77139, «,*,1,*,*
Shanghai-1,Œ¿–«-111,82749,83056,82729,83076, «,*,1,*,*
Shanghai-1,Œ¿–«-111,88824,89220,88804,89240, «,*,2,*,*
Shanghai-1,Œ¿–«-111,94748,95432,94728,95452, «,*,2,*,*
Shanghai-1,Œ¿–«-111,100700,101459,100680,101479, «,*,2,*,*
Shanghai-1,Œ¿–«-111,106822,107197,106802,107217, «,*,2,*,*
Shanghai-1,Œ¿–«-111,150590,151246,150570,151266, «,*,2,*,*
Shanghai-1,Œ¿–«-111,156493,157252,156473,157272, «,*,2,*,*
Shanghai-1,Œ¿–«-111,162613,163181,162593,163201, «,*,2,*,*
Shanghai-1,Œ¿–«-111,168860,169133,168840,169153, «,*,2,*,*
Shanghai-1,Œ¿–«-111,174888,175337,174868,175357, «,*,3,*,*
Shanghai-1,Œ¿–«-111,180811,181525,180791,181545, «,*,3,*,*
Shanghai-1,Œ¿–«-111,186775,187518,186755,187538, «,*,3,*,*
Shanghai-1,Œ¿–«-111,236630,237333,236610,237353, «,*,3,*,*
Shanghai-1,Œ¿–«-111,242574,243317,242554,243337, «,*,3,*,*
Shanghai-1,Œ¿–«-111,248724,249242,248704,249262, «,*,3,*,*
Shanghai-1,Œ¿–«-111,254962,255221,254942,255241, «,*,3,*,*
Shanghai-2,Œ¿–«-111,2757,3102,2737,3122, «,*,1,*,*
Shanghai-2,Œ¿–«-111,8686,9333,8666,9353, «,*,1,*,*
Shanghai-2,Œ¿–«-111,14628,15395,14608,15415, «,*,1,*,*
Shanghai-2,Œ¿–«-111,20693,21205,20673,21225, «,*,1,*,*
Shanghai-2,Œ¿–«-111,64560,65151,64540,65171, «,*,1,*,*
Shanghai-2,Œ¿–«-111,70417,71184,70397,71204, «,*,1,*,*
Shanghai-2,Œ¿–«-111,76507,77119,76487,77139, «,*,1,*,*
Shanghai-2,Œ¿–«-111,82749,83056,82729,83076, «,*,1,*,*
Shanghai-2,Œ¿–«-111,88824,89220,88804,89240, «,*,2,*,*
Shanghai-2,Œ¿–«-111,94748,95432,94728,95452, «,*,2,*,*
Shanghai-2,Œ¿–«-111,100700,101459,100680,101479, «,*,2,*,*
Shanghai-2,Œ¿–«-111,106822,107197,106802,107217, «,*,2,*,*
Shanghai-2,Œ¿–«-111,150590,151246,150570,151266, «,*,2,*,*
Shanghai-2,Œ¿–«-111,156493,157252,156473,157272, «,*,2,*,*
Shanghai-2,Œ¿–«-111,162613,163181,162593,163201, «,*,2,*,*
Shanghai-2,Œ¿–«-111,168860,169133,168840,169153, «,*,2,*,*
Shanghai-2,Œ¿–«-111,174888,175337,174868,175357, «,*,3,*,*
Shanghai-2,Œ¿–«-111,180811,181525,180791,181545, «,*,3,*,*
Shanghai-2,Œ¿–«-111,186775,187518,186755,187538, «,*,3,*,*
Shanghai-2,Œ¿–«-111,236630,237333,236610,237353, «,*,3,*,*
Shanghai-2,Œ¿–«-111,242574,243317,242554,243337, «,*,3,*,*
Shanghai-2,Œ¿–«-111,248724,249242,248704,249262, «,*,3,*,*
Shanghai-2,Œ¿–«-111,254962,255221,254942,255241, «,*,3,*,*
Shenzhen-1,Œ¿–«-111,14682,15340,14662,15360, «,*,1,*,*
Shenzhen-1,Œ¿–«-111,20617,21365,20597,21385, «,*,1,*,*
Shenzhen-1,Œ¿–«-111,64406,64883,64386,64903, «,*,1,*,*
Shenzhen-1,Œ¿–«-111,70206,70972,70186,70992, «,*,1,*,*
Shenzhen-1,Œ¿–«-111,76318,76862,76298,76882, «,*,1,*,*
Shenzhen-1,Œ¿–«-111,100736,101438,100716,101458, «,*,2,*,*
Shenzhen-1,Œ¿–«-111,106697,107418,106677,107438, «,*,2,*,*
Shenzhen-1,Œ¿–«-111,150416,151000,150396,151020, «,*,2,*,*
Shenzhen-1,Œ¿–«-111,156279,157039,156259,157059, «,*,2,*,*
Shenzhen-1,Œ¿–«-111,162446,162901,162426,162921, «,*,2,*,*
Shenzhen-1,Œ¿–«-111,180992,181262,180972,181282, «,*,3,*,*
Shenzhen-1,Œ¿–«-111,186794,187528,186774,187548, «,*,3,*,*
Shenzhen-1,Œ¿–«-111,192784,193461,192764,193481, «,*,3,*,*
Shenzhen-1,Œ¿–«-111,236444,237101,236424,237121, «,*,3,*,*
Shenzhen-1,Œ¿–«-111,242359,243102,242339,243122, «,*,3,*,*
Shenzhen-1,Œ¿–«-111,248593,248925,248573,248945, «,*,3,*,*
Shenzhen-2,Œ¿–«-111,14682,15340,14662,15360, «,*,1,*,*
Shenzhen-2,Œ¿–«-111,20617,21365,20597,21385, «,*,1,*,*
Shenzhen-2,Œ¿–«-111,64406,64883,64386,64903, «,*,1,*,*
Shenzhen-2,Œ¿–«-111,70206,70972,70186,70992, «,*,1,*,*
Shenzhen-2,Œ¿–«-111,76318,76862,76298,76882, «,*,1,*,*
Shenzhen-2,Œ¿–«-111,100736,101438,100716,101458, «,*,2,*,*
Shenzhen-2,Œ¿–«-111,106697,107418,106677,107438, «,*,2,*,*
Shenzhen-2,Œ¿–«-111,150416,151000,150396,151020, «,*,2,*,*
Shenzhen-2,Œ¿–«-111,156279,157039,156259,157059, «,*,2,*,*
Shenzhen-2,Œ¿–«-111,162446,162901,162426,162921, «,*,2,*,*
Shenzhen-2,Œ¿–«-111,180992,181262,180972,181282, «,*,3,*,*
Shenzhen-2,Œ¿–«-111,186794,187528,186774,187548, «,*,3,*,*
Shenzhen-2,Œ¿–«-111,192784,193461,192764,193481, «,*,3,*,*
Shenzhen-2,Œ¿–«-111,236444,237101,236424,237121, «,*,3,*,*
Shenzhen-2,Œ¿–«-111,242359,243102,242339,243122, «,*,3,*,*
Shenzhen-2,Œ¿–«-111,248593,248925,248573,248945, «,*,3,*,*
Bar-1,Œ¿–«-121,192,954,172,974, «,*,1,*,*
Bar-1,Œ¿–«-121,6289,6901,6269,6921, «,*,1,*,*
Bar-1,Œ¿–«-121,12460,12906,12440,12926, «,*,1,*,*
Bar-1,Œ¿–«-121,18490,19064,18470,19084, «,*,1,*,*
Bar-1,Œ¿–«-121,24438,25187,24418,25207, «,*,1,*,*
Bar-1,Œ¿–«-121,30423,31131,30403,31151, «,*,1,*,*
Bar-1,Œ¿–«-121,80330,81035,80310,81055, «,*,1,*,*
Bar-1,Œ¿–«-121,86271,87021,86251,87041, «,*,2,*,*
Bar-1,Œ¿–«-121,92392,92969,92372,92989, «,*,2,*,*
Bar-1,Œ¿–«-121,98551,98997,98531,99017, «,*,2,*,*
Bar-1,Œ¿–«-121,104558,105166,104538,105186, «,*,2,*,*
Bar-1,Œ¿–«-121,110505,111266,110485,111286, «,*,2,*,*
Bar-1,Œ¿–«-121,116507,117173,116487,117193, «,*,2,*,*
Bar-1,Œ¿–«-121,166379,167115,166359,167135, «,*,2,*,*
Bar-1,Œ¿–«-121,172355,173087,172335,173107, «,*,3,*,*
Bar-1,Œ¿–«-121,178496,179039,178476,179059, «,*,3,*,*
Bar-1,Œ¿–«-121,184638,185093,184618,185113, «,*,3,*,*
Bar-1,Œ¿–«-121,190624,191267,190604,191287, «,*,3,*,*
Bar-1,Œ¿–«-121,196573,197341,196553,197361, «,*,3,*,*
Bar-1,Œ¿–«-121,202599,203206,202579,203226, «,*,3,*,*
Bar-1,Œ¿–«-121,246714,247062,246694,247082, «,*,3,*,*
Bar-1,Œ¿–«-121,252436,253191,252416,253211, «,*,3,*,*
Bar-1,Œ¿–«-121,258443,259153,258423,259173, «,*,3,*,*
Bar-2,Œ¿–«-121,192,954,172,974, «,*,1,*,*
Bar-2,Œ¿–«-121,6289,6901,6269,6921, «,*,1,*,*
Bar-2,Œ¿–«-121,12460,12906,12440,12926, «,*,1,*,*
Bar-2,Œ¿–«-121,18490,19064,18470,19084, «,*,1,*,*
Bar-2,Œ¿–«-121,24438,25187,24418,25207, «,*,1,*,*
Bar-2,Œ¿–«-121,30423,31131,30403,31151, «,*,1,*,*
Bar-2,Œ¿–«-121,80330,81035,80310,81055, «,*,1,*,*
Bar-2,Œ¿–«-121,86271,87021,86251,87041, «,*,2,*,*
Bar-2,Œ¿–«-121,92392,92969,92372,92989, «,*,2,*,*
Bar-2,Œ¿–«-121,98551,98997,98531,99017, «,*,2,*,*
Bar-2,Œ¿–«-121,104558,105166,104538,105186, «,*,2,*,*
Bar-2,Œ¿–«-121,110505,111266,110485,111286, «,*,2,*,*
Bar-2,Œ¿–«-121,116507,117173,116487,117193, «,*,2,*,*
Bar-2,Œ¿–«-121,166379,167115,166359,167135, «,*,2,*,*
Bar-2,Œ¿–«-121,172355,173087,172335,173107, «,*,3,*,*
Bar-2,Œ¿–«-121,178496,179039,178476,179059, «,*,3,*,*
Bar-2,Œ¿–«-121,184638,185093,184618,185113, «,*,3,*,*
Bar-2,Œ¿–«-121,190624,191267,190604,191287, «,*,3,*,*
Bar-2,Œ¿–«-121,196573,197341,196553,197361, «,*,3,*,*
Bar-2,Œ¿–«-121,202599,203206,202579,203226, «,*,3,*,*
Bar-2,Œ¿–«-121,246714,247062,246694,247082, «,*,3,*,*
Bar-2,Œ¿–«-121,252436,253191,252416,253211, «,*,3,*,*
Bar-2,Œ¿–«-121,258443,259153,258423,259173, «,*,3,*,*
Jiamusi-1,Œ¿–«-121,870,1621,850,1641, «,*,1,*,*
Jiamusi-1,Œ¿–«-121,6870,7638,6850,7658, «,*,1,*,*
Jiamusi-1,Œ¿–«-121,12851,13600,12831,13620, «,*,1,*,*
Jiamusi-1,Œ¿–«-121,18894,19393,18874,19413, «,*,1,*,*
Jiamusi-1,Œ¿–«-121,69117,69693,69097,69713, «,*,1,*,*
Jiamusi-1,Œ¿–«-121,74952,75712,74932,75732, «,*,1,*,*
